Year,From,To,Score
2010,Ukraine,Georgia,7
2010,Ukraine,Turkey,8
2010,Ukraine,Albania,0
2010,Ukraine,Iceland,0
2010,Ukraine,France,0
2010,Ukraine,Romania,2
2010,Ukraine,Russia,10
2010,Ukraine,Armenia,6
2010,Ukraine,Germany,5
2010,Ukraine,Portugal,0
2010,Ukraine,Israel,3
2010,Ukraine,Denmark,0
2010,France,Azerbaijan,0
2010,France,Spain,0
2010,France,Norway,0
2010,France,Moldova,0
2010,France,Cyprus,0
2010,France,Bosnia-Herzegovina,5
2010,France,Belgium,7
2010,France,Serbia,10
2010,France,Belarus,0
2010,France,Ireland,0
2010,France,Greece,4
2010,France,United Kingdom,0
2010,France,Georgia,0
2010,France,Turkey,12
2010,France,Albania,0
2010,France,Iceland,0
2010,France,Ukraine,2
2010,France,Romania,0
2010,France,Russia,0
2010,France,Armenia,6
2010,France,Germany,3
2010,France,Portugal,8
2010,France,Israel,1
2010,France,Denmark,0
2010,Romania,Azerbaijan,0
2010,Romania,Spain,2
2010,Romania,Norway,0
2010,Romania,Moldova,10
2010,Romania,Cyprus,0
2010,Romania,Bosnia-Herzegovina,0
2010,Romania,Belgium,4
2010,Romania,Serbia,0
2010,Romania,Belarus,0
2010,Romania,Ireland,0
2010,Romania,Greece,7
2010,Romania,United Kingdom,0
2010,Romania,Georgia,0
2010,Romania,Turkey,8
2010,Romania,Albania,1
2010,Romania,Iceland,0
2010,Romania,Ukraine,5
2010,Romania,France,0
2010,Romania,Russia,0
2010,Romania,Armenia,6
2010,Romania,Germany,3
2010,Romania,Portugal,0
2010,Romania,Israel,0
2010,Romania,Denmark,12
2010,Russia,Azerbaijan,8
2010,Russia,Spain,4
2010,Russia,Norway,0
2010,Russia,Moldova,0
2010,Russia,Cyprus,0
2010,Russia,Bosnia-Herzegovina,0
2010,Russia,Belgium,5
2010,Russia,Serbia,0
2010,Russia,Belarus,2
2010,Russia,Ireland,0
2010,Russia,Greece,0
2010,Russia,United Kingdom,0
2010,Russia,Georgia,10
2010,Russia,Turkey,0
2010,Russia,Albania,0
2010,Russia,Iceland,0
2010,Russia,Ukraine,7
2010,Russia,France,0
2010,Russia,Romania,3
2010,Russia,Armenia,12
2010,Russia,Germany,6
2010,Russia,Portugal,0
2010,Russia,Israel,0
2010,Russia,Denmark,1
2010,Armenia,Azerbaijan,0
2010,Armenia,Spain,7
2010,Armenia,Norway,2
2010,Armenia,Moldova,0
2010,Armenia,Cyprus,0
2010,Armenia,Bosnia-Herzegovina,0
2010,Armenia,Belgium,0
2010,Armenia,Serbia,0
2010,Armenia,Belarus,0
2010,Armenia,Ireland,0
2010,Armenia,Greece,3
2010,Armenia,United Kingdom,0
2010,Armenia,Georgia,12
2010,Armenia,Turkey,0
2010,Armenia,Albania,0
2010,Armenia,Iceland,0
2010,Armenia,Ukraine,8
2010,Armenia,France,6
2010,Armenia,Romania,1
2010,Armenia,Russia,10
2010,Armenia,Germany,0
2010,Armenia,Portugal,4
2010,Armenia,Israel,0
2010,Armenia,Denmark,5
2010,Germany,Azerbaijan,0
2010,Germany,Spain,0
2010,Germany,Norway,0
2010,Germany,Moldova,0
2010,Germany,Cyprus,0
2010,Germany,Bosnia-Herzegovina,0
2010,Germany,Belgium,12
2010,Germany,Serbia,5
2010,Germany,Belarus,0
2010,Germany,Ireland,2
2010,Germany,Greece,8
2010,Germany,United Kingdom,0
2010,Germany,Georgia,0
2010,Germany,Turkey,10
2010,Germany,Albania,1
2010,Germany,Iceland,4
2010,Germany,Ukraine,0
2010,Germany,France,3
2010,Germany,Romania,0
2010,Germany,Russia,0
2010,Germany,Armenia,7
2010,Germany,Portugal,6
2010,Germany,Israel,0
2010,Germany,Denmark,0
2010,Portugal,Azerbaijan,0
2010,Portugal,Spain,12
2010,Portugal,Norway,3
2010,Portugal,Moldova,6
2010,Portugal,Cyprus,0
2010,Portugal,Bosnia-Herzegovina,0
2010,Portugal,Belgium,5
2010,Portugal,Serbia,0
2010,Portugal,Belarus,0
2010,Portugal,Ireland,0
2010,Portugal,Greece,8
2010,Portugal,United Kingdom,0
2010,Portugal,Georgia,0
2010,Portugal,Turkey,0
2010,Portugal,Albania,0
2010,Portugal,Iceland,0
2010,Portugal,Ukraine,0
2010,Portugal,France,7
2010,Portugal,Romania,10
2010,Portugal,Russia,2
2010,Portugal,Armenia,0
2010,Portugal,Germany,1
2010,Portugal,Israel,0
2010,Portugal,Denmark,4
2010,Israel,Azerbaijan,7
2010,Israel,Spain,1
2010,Israel,Norway,0
2010,Israel,Moldova,0
2010,Israel,Cyprus,0
2010,Israel,Bosnia-Herzegovina,0
2010,Israel,Belgium,0
2010,Israel,Serbia,0
2010,Israel,Belarus,0
2010,Israel,Ireland,6
2010,Israel,Greece,0
2010,Israel,United Kingdom,0
2010,Israel,Georgia,5
2010,Israel,Turkey,0
2010,Israel,Albania,0
2010,Israel,Iceland,0
2010,Israel,Ukraine,2
2010,Israel,France,3
2010,Israel,Romania,8
2010,Israel,Russia,10
2010,Israel,Armenia,12
2010,Israel,Germany,0
2010,Israel,Portugal,0
2010,Israel,Denmark,4
2010,Denmark,Azerbaijan,2
2010,Denmark,Spain,0
2010,Denmark,Norway,5
2010,Denmark,Moldova,0
2010,Denmark,Cyprus,1
2010,Denmark,Bosnia-Herzegovina,0
2010,Denmark,Belgium,10
2010,Denmark,Serbia,0
2010,Denmark,Belarus,0
2010,Denmark,Ireland,0
2010,Denmark,Greece,0
2010,Denmark,United Kingdom,0
2010,Denmark,Georgia,0
2010,Denmark,Turkey,6
2010,Denmark,Albania,0
2010,Denmark,Iceland,3
2010,Denmark,Ukraine,0
2010,Denmark,France,7
2010,Denmark,Romania,8
2010,Denmark,Russia,0
2010,Denmark,Armenia,0
2010,Denmark,Germany,12
2010,Denmark,Portugal,4
2010,Denmark,Israel,0
2010,Estonia,Azerbaijan,0
2010,Estonia,Spain,0
2010,Estonia,Norway,7
2010,Estonia,Moldova,0
2010,Estonia,Cyprus,0
2010,Estonia,Bosnia-Herzegovina,0
2010,Estonia,Belgium,3
2010,Estonia,Serbia,0
2010,Estonia,Belarus,0
2010,Estonia,Ireland,2
2010,Estonia,Greece,0
2010,Estonia,United Kingdom,0
2010,Estonia,Georgia,8
2010,Estonia,Turkey,0
2010,Estonia,Albania,0
2010,Estonia,Iceland,4
2010,Estonia,Ukraine,0
2010,Estonia,France,1
2010,Estonia,Romania,0
2010,Estonia,Russia,10
2010,Estonia,Armenia,0
2010,Estonia,Germany,12
2010,Estonia,Portugal,0
2010,Estonia,Israel,0
2010,Estonia,Denmark,8
2010,Slovakia,Azerbaijan,0
2010,Slovakia,Spain,0
2010,Slovakia,Norway,3
2010,Slovakia,Moldova,0
2010,Slovakia,Cyprus,2
2010,Slovakia,Bosnia-Herzegovina,0
2010,Slovakia,Belgium,10
2010,Slovakia,Serbia,0
2010,Slovakia,Belarus,0
2010,Slovakia,Ireland,0
2010,Slovakia,Greece,5
2010,Slovakia,United Kingdom,0
2010,Slovakia,Georgia,0
2010,Slovakia,Turkey,0
2010,Slovakia,Albania,0
2010,Slovakia,Iceland,0
2010,Slovakia,Ukraine,0
2010,Slovakia,France,0
2010,Slovakia,Romania,1
2010,Slovakia,Russia,6
2010,Slovakia,Armenia,4
2010,Slovakia,Germany,12
2010,Slovakia,Portugal,0
2010,Slovakia,Israel,8
2010,Slovakia,Denmark,7
2010,Finland,Azerbaijan,0
2010,Finland,Spain,4
2010,Finland,Norway,0
2010,Finland,Moldova,0
2010,Finland,Cyprus,0
2010,Finland,Bosnia-Herzegovina,0
2010,Finland,Belgium,6
2010,Finland,Serbia,0
2010,Finland,Belarus,0
2010,Finland,Ireland,1
2010,Finland,Greece,7
2010,Finland,United Kingdom,0
2010,Finland,Georgia,0
2010,Finland,Turkey,3
2010,Finland,Albania,0
2010,Finland,Iceland,5
2010,Finland,Ukraine,0
2010,Finland,France,8
2010,Finland,Romania,0
2010,Finland,Russia,0
2010,Finland,Armenia,0
2010,Finland,Germany,12
2010,Finland,Portugal,0
2010,Finland,Israel,10
2010,Finland,Denmark,2
2010,Latvia,Azerbaijan,2
2010,Latvia,Spain,5
2010,Latvia,Norway,0
2010,Latvia,Moldova,0
2010,Latvia,Cyprus,0
2010,Latvia,Bosnia-Herzegovina,0
2010,Latvia,Belgium,4
2010,Latvia,Serbia,0
2010,Latvia,Belarus,0
2010,Latvia,Ireland,0
2010,Latvia,Greece,0
2010,Latvia,United Kingdom,0
2010,Latvia,Georgia,0
2010,Latvia,Turkey,0
2010,Latvia,Albania,0
2010,Latvia,Iceland,0
2010,Latvia,Ukraine,7
2010,Latvia,France,0
2010,Latvia,Romania,3
2010,Latvia,Russia,8
2010,Latvia,Armenia,1
2010,Latvia,Germany,12
2010,Latvia,Portugal,6
2010,Latvia,Israel,0
2010,Latvia,Denmark,10
2010,Poland,Azerbaijan,8
2010,Poland,Spain,0
2010,Poland,Norway,0
2010,Poland,Moldova,0
2010,Poland,Cyprus,0
2010,Poland,Bosnia-Herzegovina,0
2010,Poland,Belgium,10
2010,Poland,Serbia,0
2010,Poland,Belarus,0
2010,Poland,Ireland,0
2010,Poland,Greece,1
2010,Poland,United Kingdom,0
2010,Poland,Georgia,4
2010,Poland,Turkey,0
2010,Poland,Albania,2
2010,Poland,Iceland,0
2010,Poland,Ukraine,3
2010,Poland,France,0
2010,Poland,Romania,6
2010,Poland,Russia,0
2010,Poland,Armenia,5
2010,Poland,Germany,7
2010,Poland,Portugal,0
2010,Poland,Israel,0
2010,Poland,Denmark,12
2010,Malta,Azerbaijan,12
2010,Malta,Spain,0
2010,Malta,Norway,3
2010,Malta,Moldova,0
2010,Malta,Cyprus,0
2010,Malta,Bosnia-Herzegovina,0
2010,Malta,Belgium,10
2010,Malta,Serbia,0
2010,Malta,Belarus,0
2010,Malta,Ireland,0
2010,Malta,Greece,7
2010,Malta,United Kingdom,0
2010,Malta,Georgia,0
2010,Malta,Turkey,0
2010,Malta,Albania,0
2010,Malta,Iceland,6
2010,Malta,Ukraine,0
2010,Malta,France,2
2010,Malta,Romania,5
2010,Malta,Russia,0
2010,Malta,Armenia,0
2010,Malta,Germany,4
2010,Malta,Portugal,1
2010,Malta,Israel,0
2010,Malta,Denmark,8
2010,Macedonia,Azerbaijan,3
2010,Macedonia,Spain,0
2010,Macedonia,Norway,0
2010,Macedonia,Moldova,0
2010,Macedonia,Cyprus,0
2010,Macedonia,Bosnia-Herzegovina,6
2010,Macedonia,Belgium,0
2010,Macedonia,Serbia,7
2010,Macedonia,Belarus,0
2010,Macedonia,Ireland,0
2010,Macedonia,Greece,0
2010,Macedonia,United Kingdom,0
2010,Macedonia,Georgia,5
2010,Macedonia,Turkey,10
2010,Macedonia,Albania,12
2010,Macedonia,Iceland,0
2010,Macedonia,Ukraine,0
2010,Macedonia,France,1
2010,Macedonia,Romania,0
2010,Macedonia,Russia,0
2010,Macedonia,Armenia,4
2010,Macedonia,Germany,8
2010,Macedonia,Portugal,0
2010,Macedonia,Israel,0
2010,Macedonia,Denmark,2
2010,Lithuania,Azerbaijan,0
2010,Lithuania,Spain,8
2010,Lithuania,Norway,0
2010,Lithuania,Moldova,0
2010,Lithuania,Cyprus,1
2010,Lithuania,Bosnia-Herzegovina,0
2010,Lithuania,Belgium,7
2010,Lithuania,Serbia,0
2010,Lithuania,Belarus,0
2010,Lithuania,Ireland,0
2010,Lithuania,Greece,0
2010,Lithuania,United Kingdom,0
2010,Lithuania,Georgia,12
2010,Lithuania,Turkey,4
2010,Lithuania,Albania,0
2010,Lithuania,Iceland,0
2010,Lithuania,Ukraine,6
2010,Lithuania,France,0
2010,Lithuania,Romania,2
2010,Lithuania,Russia,5
2010,Lithuania,Armenia,0
2010,Lithuania,Germany,10
2010,Lithuania,Portugal,0
2010,Lithuania,Israel,0
2010,Lithuania,Denmark,3
2010,Switzerland,Azerbaijan,2
2010,Switzerland,Spain,0
2010,Switzerland,Norway,0
2010,Switzerland,Moldova,0
2010,Switzerland,Cyprus,0
2010,Switzerland,Bosnia-Herzegovina,0
2010,Switzerland,Belgium,7
2010,Switzerland,Serbia,10
2010,Switzerland,Belarus,0
2010,Switzerland,Ireland,6
2010,Switzerland,Greece,0
2010,Switzerland,United Kingdom,0
2010,Switzerland,Georgia,1
2010,Switzerland,Turkey,3
2010,Switzerland,Albania,8
2010,Switzerland,Iceland,0
2010,Switzerland,Ukraine,0
2010,Switzerland,France,0
2010,Switzerland,Romania,4
2010,Switzerland,Russia,0
2010,Switzerland,Armenia,0
2010,Switzerland,Germany,12
2010,Switzerland,Portugal,5
2010,Switzerland,Israel,0
2010,Switzerland,Denmark,0
2010,Sweden,Azerbaijan,0
2010,Sweden,Spain,0
2010,Sweden,Norway,4
2010,Sweden,Moldova,0
2010,Sweden,Cyprus,3
2010,Sweden,Bosnia-Herzegovina,0
2010,Sweden,Belgium,2
2010,Sweden,Serbia,7
2010,Sweden,Belarus,0
2010,Sweden,Ireland,0
2010,Sweden,Greece,0
2010,Sweden,United Kingdom,0
2010,Sweden,Georgia,6
2010,Sweden,Turkey,5
2010,Sweden,Albania,0
2010,Sweden,Iceland,0
2010,Sweden,Ukraine,0
2010,Sweden,France,0
2010,Sweden,Romania,10
2010,Sweden,Russia,0
2010,Sweden,Armenia,1
2010,Sweden,Germany,12
2010,Sweden,Portugal,0
2010,Sweden,Israel,0
2010,Sweden,Denmark,8
2010,Netherlands,Azerbaijan,0
2010,Netherlands,Spain,0
2010,Netherlands,Norway,0
2010,Netherlands,Moldova,0
2010,Netherlands,Cyprus,0
2010,Netherlands,Bosnia-Herzegovina,0
2010,Netherlands,Belgium,6
2010,Netherlands,Serbia,1
2010,Netherlands,Belarus,0
2010,Netherlands,Ireland,0
2010,Netherlands,Greece,3
2010,Netherlands,United Kingdom,0
2010,Netherlands,Georgia,0
2010,Netherlands,Turkey,8
2010,Netherlands,Albania,0
2010,Netherlands,Iceland,0
2010,Netherlands,Ukraine,7
2010,Netherlands,France,0
2010,Netherlands,Romania,5
2010,Netherlands,Russia,0
2010,Netherlands,Armenia,12
2010,Netherlands,Germany,4
2010,Netherlands,Portugal,0
2010,Netherlands,Israel,10
2010,Netherlands,Denmark,2
2010,Slovenia,Azerbaijan,0
2010,Slovenia,Spain,5
2010,Slovenia,Norway,0
2010,Slovenia,Moldova,0
2010,Slovenia,Cyprus,0
2010,Slovenia,Bosnia-Herzegovina,4
2010,Slovenia,Belgium,0
2010,Slovenia,Serbia,8
2010,Slovenia,Belarus,0
2010,Slovenia,Ireland,0
2010,Slovenia,Greece,0
2010,Slovenia,United Kingdom,0
2010,Slovenia,Georgia,1
2010,Slovenia,Turkey,2
2010,Slovenia,Albania,0
2010,Slovenia,Iceland,0
2010,Slovenia,Ukraine,0
2010,Slovenia,France,3
2010,Slovenia,Romania,7
2010,Slovenia,Russia,0
2010,Slovenia,Armenia,0
2010,Slovenia,Germany,10
2010,Slovenia,Portugal,0
2010,Slovenia,Israel,6
2010,Slovenia,Denmark,12
2010,Bulgaria,Azerbaijan,12
2010,Bulgaria,Spain,2
2010,Bulgaria,Norway,0
2010,Bulgaria,Moldova,0
2010,Bulgaria,Cyprus,4
2010,Bulgaria,Bosnia-Herzegovina,0
2010,Bulgaria,Belgium,0
2010,Bulgaria,Serbia,0
2010,Bulgaria,Belarus,1
2010,Bulgaria,Ireland,0
2010,Bulgaria,Greece,5
2010,Bulgaria,United Kingdom,0
2010,Bulgaria,Georgia,6
2010,Bulgaria,Turkey,10
2010,Bulgaria,Albania,0
2010,Bulgaria,Iceland,0
2010,Bulgaria,Ukraine,7
2010,Bulgaria,France,0
2010,Bulgaria,Romania,0
2010,Bulgaria,Russia,0
2010,Bulgaria,Armenia,8
2010,Bulgaria,Germany,3
2010,Bulgaria,Portugal,0
2010,Bulgaria,Israel,0
2010,Bulgaria,Denmark,0
2010,Croatia,Azerbaijan,0
2010,Croatia,Spain,0
2010,Croatia,Norway,0
2010,Croatia,Moldova,0
2010,Croatia,Cyprus,4
2010,Croatia,Bosnia-Herzegovina,10
2010,Croatia,Belgium,0
2010,Croatia,Serbia,8
2010,Croatia,Belarus,0
2010,Croatia,Ireland,1
2010,Croatia,Greece,0
2010,Croatia,United Kingdom,0
2010,Croatia,Georgia,7
2010,Croatia,Turkey,12
2010,Croatia,Albania,5
2010,Croatia,Iceland,0
2010,Croatia,Ukraine,0
2010,Croatia,France,3
2010,Croatia,Romania,0
2010,Croatia,Russia,0
2010,Croatia,Armenia,0
2010,Croatia,Germany,6
2010,Croatia,Portugal,0
2010,Croatia,Israel,0
2010,Croatia,Denmark,2
2011,Finland,Bosnia-Herzegovina,0
2011,Finland,Denmark,0
2011,Finland,Lithuania,0
2011,Finland,Hungary,12
2011,Finland,Ireland,10
2011,Finland,Sweden,6
2011,Finland,Estonia,7
2011,Finland,Greece,0
2011,Finland,Russia,0
2011,Finland,France,4
2011,Finland,Italy,3
2011,Finland,Switzerland,0
2011,Finland,United Kingdom,0
2011,Finland,Moldova,0
2011,Finland,Germany,0
2011,Finland,Romania,0
2011,Finland,Austria,1
2011,Finland,Azerbaijan,5
2011,Finland,Slovenia,0
2011,Finland,Iceland,8
2011,Finland,Spain,0
2011,Finland,Ukraine,0
2011,Finland,Serbia,2
2011,Finland,Georgia,0
2011,Bosnia-Herzegovina,Finland,0
2011,Bosnia-Herzegovina,Denmark,0
2011,Bosnia-Herzegovina,Lithuania,0
2011,Bosnia-Herzegovina,Hungary,0
2011,Bosnia-Herzegovina,Ireland,2
2011,Bosnia-Herzegovina,Sweden,5
2011,Bosnia-Herzegovina,Estonia,0
2011,Bosnia-Herzegovina,Greece,0
2011,Bosnia-Herzegovina,Russia,0
2011,Bosnia-Herzegovina,France,4
2011,Bosnia-Herzegovina,Italy,6
2011,Bosnia-Herzegovina,Switzerland,0
2011,Bosnia-Herzegovina,United Kingdom,0
2011,Bosnia-Herzegovina,Moldova,0
2011,Bosnia-Herzegovina,Germany,3
2011,Bosnia-Herzegovina,Romania,0
2011,Bosnia-Herzegovina,Austria,7
2011,Bosnia-Herzegovina,Azerbaijan,8
2011,Bosnia-Herzegovina,Slovenia,12
2011,Bosnia-Herzegovina,Iceland,1
2011,Bosnia-Herzegovina,Spain,0
2011,Bosnia-Herzegovina,Ukraine,0
2011,Bosnia-Herzegovina,Serbia,10
2011,Bosnia-Herzegovina,Georgia,0
2011,Denmark,Finland,5
2011,Denmark,Bosnia-Herzegovina,0
2011,Denmark,Lithuania,0
2011,Denmark,Hungary,0
2011,Denmark,Ireland,12
2011,Denmark,Sweden,10
2011,Denmark,Estonia,2
2011,Denmark,Greece,0
2011,Denmark,Russia,0
2011,Denmark,France,0
2011,Denmark,Italy,0
2011,Denmark,Switzerland,0
2011,Denmark,United Kingdom,3
2011,Denmark,Moldova,0
2011,Denmark,Germany,8
2011,Denmark,Romania,4
2011,Denmark,Austria,1
2011,Denmark,Azerbaijan,0
2011,Denmark,Slovenia,7
2011,Denmark,Iceland,6
2011,Denmark,Spain,0
2011,Denmark,Ukraine,0
2011,Denmark,Serbia,0
2011,Denmark,Georgia,0
2011,Lithuania,Finland,1
2011,Lithuania,Bosnia-Herzegovina,0
2011,Lithuania,Denmark,0
2011,Lithuania,Hungary,0
2011,Lithuania,Ireland,0
2011,Lithuania,Sweden,0
2011,Lithuania,Estonia,7
2011,Lithuania,Greece,0
2011,Lithuania,Russia,6
2011,Lithuania,France,0
2011,Lithuania,Italy,10
2011,Lithuania,Switzerland,0
2011,Lithuania,United Kingdom,3
2011,Lithuania,Moldova,4
2011,Lithuania,Germany,2
2011,Lithuania,Romania,0
2011,Lithuania,Austria,0
2011,Lithuania,Azerbaijan,8
2011,Lithuania,Slovenia,0
2011,Lithuania,Iceland,0
2011,Lithuania,Spain,0
2011,Lithuania,Ukraine,0
2011,Lithuania,Serbia,5
2011,Lithuania,Georgia,12
2011,Hungary,Finland,0
2011,Hungary,Bosnia-Herzegovina,0
2011,Hungary,Denmark,0
2011,Hungary,Lithuania,0
2011,Hungary,Ireland,0
2011,Hungary,Sweden,10
2011,Hungary,Estonia,0
2011,Hungary,Greece,8
2011,Hungary,Russia,3
2011,Hungary,France,0
2011,Hungary,Italy,4
2011,Hungary,Switzerland,0
2011,Hungary,United Kingdom,0
2011,Hungary,Moldova,0
2011,Hungary,Germany,0
2011,Hungary,Romania,1
2011,Hungary,Austria,2
2011,Hungary,Azerbaijan,7
2011,Hungary,Slovenia,6
2011,Hungary,Iceland,12
2011,Hungary,Spain,0
2011,Hungary,Ukraine,0
2011,Hungary,Serbia,0
2011,Hungary,Georgia,5
2011,Ireland,Finland,3
2011,Ireland,Bosnia-Herzegovina,0
2011,Ireland,Denmark,12
2011,Ireland,Lithuania,10
2011,Ireland,Hungary,0
2011,Ireland,Sweden,4
2011,Ireland,Estonia,7
2011,Ireland,Greece,0
2011,Ireland,Russia,0
2011,Ireland,France,0
2011,Ireland,Italy,5
2011,Ireland,Switzerland,0
2011,Ireland,United Kingdom,6
2011,Ireland,Moldova,8
2011,Ireland,Germany,0
2011,Ireland,Romania,1
2011,Ireland,Austria,0
2011,Ireland,Azerbaijan,0
2011,Ireland,Slovenia,2
2011,Ireland,Iceland,0
2011,Ireland,Spain,0
2011,Ireland,Ukraine,0
2011,Ireland,Serbia,0
2011,Ireland,Georgia,0
2011,Sweden,Finland,7
2011,Sweden,Bosnia-Herzegovina,8
2011,Sweden,Denmark,10
2011,Sweden,Lithuania,0
2011,Sweden,Hungary,5
2011,Sweden,Ireland,12
2011,Sweden,Estonia,0
2011,Sweden,Greece,0
2011,Sweden,Russia,0
2011,Sweden,France,0
2011,Sweden,Italy,0
2011,Sweden,Switzerland,0
2011,Sweden,United Kingdom,0
2011,Sweden,Moldova,0
2011,Sweden,Germany,6
2011,Sweden,Romania,0
2011,Sweden,Austria,4
2011,Sweden,Azerbaijan,3
2011,Sweden,Slovenia,0
2011,Sweden,Iceland,1
2011,Sweden,Spain,0
2011,Sweden,Ukraine,2
2011,Sweden,Serbia,0
2011,Sweden,Georgia,0
2011,Estonia,Finland,7
2011,Estonia,Bosnia-Herzegovina,0
2011,Estonia,Denmark,10
2011,Estonia,Lithuania,0
2011,Estonia,Hungary,0
2011,Estonia,Ireland,0
2011,Estonia,Sweden,12
2011,Estonia,Greece,0
2011,Estonia,Russia,5
2011,Estonia,France,0
2011,Estonia,Italy,6
2011,Estonia,Switzerland,0
2011,Estonia,United Kingdom,0
2011,Estonia,Moldova,0
2011,Estonia,Germany,0
2011,Estonia,Romania,1
2011,Estonia,Austria,0
2011,Estonia,Azerbaijan,8
2011,Estonia,Slovenia,2
2011,Estonia,Iceland,0
2011,Estonia,Spain,4
2011,Estonia,Ukraine,0
2011,Estonia,Serbia,0
2011,Estonia,Georgia,3
2011,Greece,Finland,0
2011,Greece,Bosnia-Herzegovina,3
2011,Greece,Denmark,0
2011,Greece,Lithuania,0
2011,Greece,Hungary,0
2011,Greece,Ireland,0
2011,Greece,Sweden,6
2011,Greece,Estonia,0
2011,Greece,Russia,1
2011,Greece,France,12
2011,Greece,Italy,10
2011,Greece,Switzerland,0
2011,Greece,United Kingdom,2
2011,Greece,Moldova,0
2011,Greece,Germany,4
2011,Greece,Romania,0
2011,Greece,Austria,0
2011,Greece,Azerbaijan,5
2011,Greece,Slovenia,0
2011,Greece,Iceland,0
2011,Greece,Spain,0
2011,Greece,Ukraine,7
2011,Greece,Serbia,0
2011,Greece,Georgia,8
2011,Russia,Finland,0
2011,Russia,Bosnia-Herzegovina,0
2011,Russia,Denmark,0
2011,Russia,Lithuania,2
2011,Russia,Hungary,0
2011,Russia,Ireland,0
2011,Russia,Sweden,1
2011,Russia,Estonia,0
2011,Russia,Greece,8
2011,Russia,France,3
2011,Russia,Italy,0
2011,Russia,Switzerland,0
2011,Russia,United Kingdom,4
2011,Russia,Moldova,7
2011,Russia,Germany,0
2011,Russia,Romania,0
2011,Russia,Austria,0
2011,Russia,Azerbaijan,12
2011,Russia,Slovenia,5
2011,Russia,Iceland,0
2011,Russia,Spain,0
2011,Russia,Ukraine,10
2011,Russia,Serbia,0
2011,Russia,Georgia,6
2011,France,Finland,0
2011,France,Bosnia-Herzegovina,5
2011,France,Denmark,7
2011,France,Lithuania,0
2011,France,Hungary,2
2011,France,Ireland,0
2011,France,Sweden,10
2011,France,Estonia,0
2011,France,Greece,0
2011,France,Russia,0
2011,France,Italy,8
2011,France,Switzerland,0
2011,France,United Kingdom,1
2011,France,Moldova,4
2011,France,Germany,3
2011,France,Romania,0
2011,France,Austria,0
2011,France,Azerbaijan,6
2011,France,Slovenia,0
2011,France,Iceland,0
2011,France,Spain,12
2011,France,Ukraine,0
2011,France,Serbia,0
2011,France,Georgia,0
2011,Italy,Finland,0
2011,Italy,Bosnia-Herzegovina,4
2011,Italy,Denmark,0
2011,Italy,Lithuania,0
2011,Italy,Hungary,0
2011,Italy,Ireland,0
2011,Italy,Sweden,0
2011,Italy,Estonia,0
2011,Italy,Greece,2
2011,Italy,Russia,0
2011,Italy,France,1
2011,Italy,Switzerland,0
2011,Italy,United Kingdom,10
2011,Italy,Moldova,8
2011,Italy,Germany,6
2011,Italy,Romania,12
2011,Italy,Austria,0
2011,Italy,Azerbaijan,0
2011,Italy,Slovenia,0
2011,Italy,Iceland,5
2011,Italy,Spain,0
2011,Italy,Ukraine,7
2011,Italy,Serbia,3
2011,Italy,Georgia,0
2011,Switzerland,Finland,5
2011,Switzerland,Bosnia-Herzegovina,12
2011,Switzerland,Denmark,0
2011,Switzerland,Lithuania,0
2011,Switzerland,Hungary,0
2011,Switzerland,Ireland,0
2011,Switzerland,Sweden,0
2011,Switzerland,Estonia,0
2011,Switzerland,Greece,2
2011,Switzerland,Russia,0
2011,Switzerland,France,0
2011,Switzerland,Italy,4
2011,Switzerland,United Kingdom,0
2011,Switzerland,Moldova,0
2011,Switzerland,Germany,8
2011,Switzerland,Romania,0
2011,Switzerland,Austria,7
2011,Switzerland,Azerbaijan,1
2011,Switzerland,Slovenia,0
2011,Switzerland,Iceland,10
2011,Switzerland,Spain,3
2011,Switzerland,Ukraine,0
2011,Switzerland,Serbia,6
2011,Switzerland,Georgia,0
2011,United Kingdom,Finland,0
2011,United Kingdom,Bosnia-Herzegovina,0
2011,United Kingdom,Denmark,5
2011,United Kingdom,Lithuania,6
2011,United Kingdom,Hungary,0
2011,United Kingdom,Ireland,12
2011,United Kingdom,Sweden,3
2011,United Kingdom,Estonia,0
2011,United Kingdom,Greece,0
2011,United Kingdom,Russia,0
2011,United Kingdom,France,0
2011,United Kingdom,Italy,7
2011,United Kingdom,Switzerland,10
2011,United Kingdom,Moldova,8
2011,United Kingdom,Germany,0
2011,United Kingdom,Romania,0
2011,United Kingdom,Austria,2
2011,United Kingdom,Azerbaijan,0
2011,United Kingdom,Slovenia,0
2011,United Kingdom,Iceland,4
2011,United Kingdom,Spain,1
2011,United Kingdom,Ukraine,0
2011,United Kingdom,Serbia,0
2011,United Kingdom,Georgia,0
2011,Moldova,Finland,0
2011,Moldova,Bosnia-Herzegovina,0
2011,Moldova,Denmark,0
2011,Moldova,Lithuania,0
2011,Moldova,Hungary,0
2011,Moldova,Ireland,0
2011,Moldova,Sweden,3
2011,Moldova,Estonia,6
2011,Moldova,Greece,1
2011,Moldova,Russia,5
2011,Moldova,France,2
2011,Moldova,Italy,0
2011,Moldova,Switzerland,0
2011,Moldova,United Kingdom,4
2011,Moldova,Germany,0
2011,Moldova,Romania,12
2011,Moldova,Austria,0
2011,Moldova,Azerbaijan,10
2011,Moldova,Slovenia,0
2011,Moldova,Iceland,0
2011,Moldova,Spain,0
2011,Moldova,Ukraine,8
2011,Moldova,Serbia,0
2011,Moldova,Georgia,7
2011,Germany,Finland,2
